20190208000002, 1007.66, 16.62, 46.69,  58.4
20190208001002, 1008.00, 16.18, 46.79,  58.4
20190208002002, 1008.14, 15.84, 46.33,  57.7
20190208003002, 1008.25, 15.56, 46.35,  57.4
20190208004002, 1008.20, 15.29, 46.35,  57.0
20190208005002, 1008.11, 15.00, 46.48,  56.4
20190208010002, 1007.96, 14.71, 46.81,  56.1
20190208011002, 1007.99, 14.47, 46.46,  55.6
20190208012002, 1007.98, 14.21, 46.70,  55.4
20190208013001, 1008.08, 13.97, 46.45,  55.1
20190208014002, 1008.16, 13.80, 46.62,  54.9
20190208015002, 1008.18, 13.60, 46.75,  54.6
20190208020002, 1008.33, 13.35, 46.70,  54.4
20190208021001, 1008.26, 13.15, 46.74,  54.1
20190208022002, 1008.05, 13.00, 46.82,  54.2
20190208023001, 1007.98, 12.80, 47.31,  53.9
20190208024002, 1007.75, 12.63, 47.39,  53.6
20190208025002, 1008.28, 12.52, 47.03,  53.6
20190208030002, 1008.40, 12.24, 47.13,  52.6
20190208031002, 1008.93, 12.13, 46.96,  52.7
20190208032002, 1009.07, 11.97, 46.89,  52.4
20190208033002, 1009.41, 11.85, 46.98,  51.7
20190208034002, 1009.26, 11.71, 46.84,  52.1
20190208035002, 1009.54, 11.59, 46.71,  52.1
20190208040002, 1009.70, 11.46, 46.74,  51.7
20190208041002, 1010.12, 11.31, 46.63,  51.4
20190208042002, 1010.70, 11.22, 46.57,  51.2
20190208043002, 1010.79, 11.09, 46.38,  51.7
20190208044002, 1011.12, 11.01, 46.62,  51.1
20190208045002, 1011.36, 10.87, 46.40,  50.9
20190208050002, 1011.76, 10.80, 46.40,  51.1
20190208051002, 1011.89, 10.66, 46.09,  50.6
20190208052002, 1011.92, 10.58, 46.51,  50.4
20190208053002, 1012.01, 10.54, 46.43,  50.2
20190208054002, 1012.01, 10.41, 46.20,  49.6
20190208055002, 1012.25, 10.29, 46.20,  49.6
20190208060001, 1012.36, 10.21, 46.25,  49.3
20190208061002, 1012.64, 10.17, 45.77,  49.3
20190208062001, 1012.64, 10.11, 45.85,  49.1
20190208063001, 1012.56,  9.99, 45.40,  48.9
20190208064002, 1012.66,  9.93, 45.49,  48.4
20190208065001, 1012.85,  9.84, 45.05,  48.3
20190208070002, 1013.31,  9.78, 44.98,  47.8
20190208071002, 1013.53,  9.99, 45.50,  47.8
20190208072002, 1013.91, 10.09, 44.92,  47.6
20190208073002, 1013.79, 11.03, 45.80,  47.6
20190208074002, 1013.81, 11.47, 45.29,  47.9
20190208075002, 1013.84, 11.77, 44.62,  47.6
20190208080002, 1013.72, 12.09, 43.64,  47.9
20190208081001, 1013.74, 12.41, 43.08,  48.3
20190208082002, 1014.02, 12.66, 42.32,  48.3
20190208083002, 1014.10, 12.93, 41.54,  48.3
20190208084002, 1014.90, 13.15, 41.40,  48.3
20190208085002, 1014.60, 13.42, 40.76,  48.4
20190208090002, 1014.70, 13.63, 41.14,  48.4
20190208091002, 1015.17, 13.92, 39.73,  48.8
20190208092002, 1014.98, 14.18, 40.04,  49.1
20190208093002, 1014.55, 14.39, 39.60,  48.9
20190208094002, 1014.89, 14.62, 39.12,  48.9
20190208095002, 1014.90, 14.82, 38.45,  49.1
20190208100002, 1014.87, 15.03, 38.52,  48.8
20190208101002, 1014.97, 14.98, 38.46,  48.9
20190208102002, 1014.75, 15.07, 37.33,  49.6
20190208103002, 1015.07, 14.90, 36.60,  49.8
20190208104002, 1014.78, 14.62, 36.23,  49.8
20190208105002, 1015.07, 14.42, 36.33,  49.4
20190208110002, 1015.78, 14.18, 36.56,  49.8
20190208111002, 1016.23, 14.00, 37.49,  49.8
20190208112002, 1015.65, 13.85, 38.59,  49.8
20190208113002, 1015.34, 13.62, 38.53,  49.8
20190208114002, 1015.44, 13.51, 38.13,  49.1
20190208115001, 1015.55, 13.35, 38.77,  49.8
20190208120002, 1015.57, 13.22, 38.85,  49.4
20190208121002, 1015.82, 13.07, 38.73,  49.3
20190208122002, 1015.77, 12.91, 39.53,  49.4
20190208123002, 1015.82, 12.76, 39.43,  49.1
20190208124002, 1016.01, 12.63, 39.80,  48.6
20190208125002, 1015.95, 12.50, 39.83,  48.8
20190208130002, 1015.86, 12.37, 39.86,  48.9
20190208131001, 1015.94, 12.25, 39.90,  48.8
20190208132002, 1015.99, 12.16, 40.36,  48.3
20190208133002, 1016.08, 12.12, 40.15,  48.8
20190208134002, 1015.86, 12.01, 40.20,  48.6
20190208135002, 1015.84, 11.94, 40.54,  47.8
20190208140002, 1015.72, 11.82, 40.47,  47.6
20190208141002, 1015.79, 11.77, 40.49,  47.4
20190208142002, 1015.86, 11.68, 40.44,  48.3
20190208143002, 1015.93, 11.65, 40.75,  47.6
20190208144002, 1016.10, 11.55, 40.33,  47.4
20190208145002, 1016.26, 11.52, 40.43,  47.1
20190208150002, 1016.29, 11.45, 40.28,  47.3
20190208151002, 1016.53, 11.37, 40.43,  46.8
20190208152001, 1016.69, 11.25, 40.55,  46.6
20190208153002, 1016.70, 11.18, 40.53,  46.6
20190208154002, 1016.87, 11.05, 40.84,  47.1
20190208155002, 1017.08, 10.92, 41.06,  46.4
20190208160002, 1017.14, 10.87, 40.86,  46.3
20190208161002, 1017.12, 10.76, 40.70,  46.1
20190208162002, 1017.29, 10.70, 40.76,  45.6
20190208163002, 1017.14, 10.58, 40.81,  46.1
20190208164002, 1017.15, 10.42, 40.98,  46.1
