20190118000001, 1009.17, 19.20, 33.48,  50.6
20190118003001, 1009.42, 16.27, 41.35,  46.9
20190118010002, 1009.94, 14.88, 42.42,  44.4
20190118013002, 1010.81, 13.27, 43.73,  42.3
20190118020002, 1011.20, 11.97, 44.92,  40.8
20190118023002, 1012.05, 11.09, 45.71,  38.3
20190118030002, 1012.70, 10.29, 46.18,  37.6
20190118033002, 1012.82,  9.67, 46.59,  36.5
20190118040002, 1013.10,  9.15, 46.75,  35.5
20190118043002, 1013.28,  8.72, 46.53,  34.3
20190118050002, 1013.67,  8.40, 47.27,  33.7
20190118053002, 1013.83,  8.11, 46.95,  32.8
20190118060002, 1013.88,  7.85, 47.21,  32.5
20190118063002, 1014.27,  7.65, 47.13,  32.0
20190118070002, 1014.85,  7.46, 47.04,  30.8
20190118073002, 1015.33,  9.71, 53.97,  31.8
20190118080002, 1015.53, 11.48, 45.06,  32.8
20190118083002, 1015.71, 12.67, 41.51,  33.0
20190118090002, 1015.63, 13.27, 39.68,  33.3
20190118093002, 1015.81, 13.83, 38.78,  33.2
20190118100002, 1015.95, 14.18, 38.36,  33.8
20190118103002, 1015.64, 14.45, 37.68,  33.7
20190118110002, 1015.22, 13.74, 38.28,  33.8
20190118113002, 1015.19, 12.47, 39.61,  33.8
20190118120002, 1014.84, 11.80, 40.91,  33.0
20190118123002, 1014.83, 11.21, 41.30,  32.2
20190118130001, 1014.80, 10.82, 40.76,  32.0
20190118133001, 1014.23, 10.67, 41.22,  31.2
20190118140002, 1014.68, 10.45, 41.66,  30.8
20190118143001, 1014.95, 10.24, 41.46,  30.3
20190118150002, 1015.37, 10.10, 41.80,  29.7
20190118153002, 1015.33,  9.74, 41.72,  29.7
20190118160002, 1015.49,  9.46, 41.81,  29.0
20190118163002, 1015.86,  9.17, 42.15,  28.9
20190118170002, 1015.73,  8.89, 42.62,  28.7
20190118173002, 1015.99,  8.63, 43.07,  27.9
20190118180002, 1016.27,  8.46, 43.30,  28.0
20190118183002, 1016.59,  8.27, 43.35,  27.4
20190118190002, 1016.11, 12.54, 56.76,  29.2
20190118193002, 1016.33, 18.78, 48.28,  32.5
20190118200002, 1016.12, 20.78, 45.96,  34.7
20190118203002, 1015.90, 19.31, 52.14,  36.0
20190118210002, 1015.44, 18.76, 58.31,  36.0
20190118213002, 1015.23, 19.12, 61.15,  35.5
20190118220002, 1015.05, 19.32, 62.67,  35.0
20190118223002, 1015.42, 19.62, 60.27,  35.2
20190118225002, 1015.65, 19.80, 59.61,  34.7
20190118230002, 1015.76, 19.88, 58.16,  33.8
20190118231001, 1015.64, 19.90, 57.27,  34.3
20190118231334, 1015.94, 19.97, 57.99,  33.2
20190118231955, 1015.87, 19.96, 56.80,  33.7
20190118232001, 1015.86, 19.97, 56.41,  34.5
20190118233002, 1015.52, 20.07, 55.40,  32.8
20190118234002, 1015.50, 17.74, 48.83,  32.7
20190118235002, 1015.41, 16.60, 50.42,  31.8
