20190124000002, 1007.84, 18.34, 53.44,  40.3
20190124001002, 1007.72, 17.98, 56.36,  40.3
20190124002002, 1007.66, 17.04, 54.89,  39.1
20190124003002, 1007.63, 16.42, 57.72,  38.8
20190124004002, 1007.74, 15.78, 58.98,  38.0
20190124005002, 1007.98, 15.14, 60.23,  37.6
20190124010002, 1008.06, 14.49, 60.60,  37.6
20190124011002, 1008.03, 14.07, 60.64,  36.3
20190124012002, 1008.59, 13.62, 61.03,  35.7
20190124013002, 1008.86, 13.13, 62.04,  34.5
20190124014002, 1009.21, 12.72, 63.98,  34.0
20190124015001, 1009.21, 12.41, 63.05,  33.7
20190124020002, 1009.38, 12.03, 64.11,  33.0
20190124021002, 1009.45, 11.69, 64.84,  32.3
20190124022002, 1009.57, 11.42, 64.60,  32.2
20190124023002, 1009.64, 11.12, 64.36,  31.3
20190124024002, 1009.65, 10.85, 65.98,  29.7
20190124025002, 1009.59, 10.60, 64.64,  30.5
20190124030002, 1009.65, 10.36, 65.12,  29.4
20190124031002, 1009.80, 10.15, 65.44,  28.9
20190124032002, 1009.65,  9.97, 65.32,  28.5
20190124033002, 1009.65,  9.81, 65.95,  27.9
20190124034002, 1009.55,  9.59, 66.08,  28.0
20190124035002, 1009.90,  9.44, 65.57,  27.4
20190124040002, 1010.18,  9.29, 65.23,  27.2
20190124041001, 1010.20,  9.12, 65.44,  27.7
20190124042002, 1010.37,  8.97, 64.57,  26.7
20190124043002, 1010.63,  8.82, 64.61,  26.0
20190124044002, 1010.75,  8.69, 64.09,  25.7
20190124045002, 1010.92,  8.56, 64.35,  25.2
20190124050002, 1011.01,  8.46, 64.81,  24.4
20190124051002, 1011.34,  8.32, 64.65,  24.2
20190124052002, 1011.37,  8.21, 64.27,  24.4
20190124053002, 1011.43,  8.11, 64.25,  24.2
20190124054001, 1011.58,  7.97, 64.39,  23.9
20190124055002, 1011.71,  7.86, 63.18,  23.4
20190124060001, 1011.54,  7.78, 63.24,  23.1
20190124061002, 1011.59,  7.65, 64.77,  22.6
20190124062001, 1011.69,  7.58, 63.66,  22.6
20190124063002, 1011.77,  7.52, 64.27,  21.9
20190124064002, 1011.82,  7.41, 63.28,  22.4
20190124065002, 1011.86,  7.34, 63.32,  22.4
20190124070002, 1011.79,  7.27, 61.96,  21.1
20190124071002, 1011.93,  7.29, 63.37,  21.4
20190124072002, 1012.24,  7.32, 62.69,  21.2
20190124073002, 1012.29,  7.53, 61.77,  21.7
20190124074002, 1012.22,  7.88, 61.55,  21.2
20190124075002, 1012.24,  8.30, 60.26,  22.1
20190124080002, 1012.22,  8.60, 59.94,  21.1
20190124081002, 1012.24,  8.86, 59.34,  21.1
20190124082002, 1012.38,  9.20, 58.68,  21.4
20190124083002, 1012.20,  9.55, 57.82,  22.2
20190124084002, 1012.33,  9.93, 57.11,  20.4
20190124085002, 1012.43, 10.21, 57.36,  20.7
20190124090002, 1012.26, 10.45, 56.34,  21.1
20190124091002, 1012.40, 10.80, 56.24,  21.6
20190124092002, 1012.24, 11.17, 56.18,  23.1
20190124093002, 1012.12, 11.47, 57.35,  22.7
20190124094001, 1012.25, 11.72, 56.30,  23.2
20190124095002, 1012.13, 11.81, 56.37,  23.2
20190124100001, 1012.14, 11.85, 55.78,  21.7
20190124101002, 1012.28, 12.07, 54.25,  22.7
20190124102002, 1012.32, 11.94, 54.26,  23.2
20190124103002, 1012.35, 11.66, 53.21,  21.9
20190124104001, 1012.40, 11.40, 52.47,  21.7
20190124105002, 1012.34, 11.15, 52.16,  22.2
20190124110002, 1012.24, 10.95, 51.70,  22.6
20190124111002, 1012.37, 10.80, 51.65,  21.7
20190124112001, 1012.22, 10.70, 52.50,  21.9
20190124113002, 1011.96, 10.57, 52.20,  21.2
20190124114002, 1012.22, 10.39, 50.86,  21.6
20190124115002, 1011.94, 10.16, 51.00,  21.2
20190124120002, 1011.54, 10.03, 51.24,  21.4
20190124121002, 1011.50,  9.88, 50.53,  21.2
20190124122002, 1011.52,  9.71, 50.57,  20.9
20190124123002, 1011.63,  9.62, 49.96,  21.1
20190124124002, 1011.55,  9.54, 50.03,  19.6
20190124125002, 1011.50,  9.39, 49.92,  19.9
20190124130002, 1011.77,  9.29, 50.19,  20.6
20190124131001, 1011.37,  9.22, 50.00,  20.1
20190124132002, 1011.37,  9.10, 49.73,  18.7
20190124133001, 1011.28,  9.08, 48.39,  19.2
20190124134002, 1011.80,  8.95, 49.46,  19.6
20190124135001, 1011.87,  8.87, 49.19,  18.9
20190124140002, 1011.68,  8.79, 49.23,  18.6
20190124141001, 1011.56,  8.68, 48.59,  19.9
20190124142002, 1011.69,  8.68, 48.54,  18.7
20190124143001, 1011.46,  8.54, 48.48,  17.9
20190124144002, 1011.93,  8.51, 48.89,  17.9
20190124145002, 1011.80,  8.43, 48.42,  17.7
20190124150002, 1012.11,  8.42, 48.10,  18.4
20190124151002, 1012.05,  8.34, 48.19,  16.9
20190124152002, 1012.29,  8.26, 48.06,  17.1
20190124153002, 1012.54,  8.18, 48.06,  16.9
20190124154002, 1012.79,  8.10, 47.80,  17.4
20190124155002, 1012.93,  8.03, 47.48,  17.4
20190124160002, 1013.01,  8.03, 47.46,  17.2
20190124161002, 1013.45,  7.92, 47.54,  17.9
20190124162002, 1013.35,  7.87, 47.52,  17.2
20190124163002, 1013.73,  7.79, 47.26,  17.1
20190124164002, 1013.77,  7.76, 47.40,  17.1
20190124165002, 1014.13,  7.71, 47.52,  16.4
20190124170001, 1014.12,  7.53, 47.47,  16.1
20190124171002, 1014.12,  7.53, 47.27,  15.9
20190124172001, 1014.20,  7.44, 47.44,  16.4
20190124173002, 1014.31,  7.40, 47.46,  16.6
20190124174001, 1014.39,  7.31, 47.08,  17.4
20190124175002, 1014.48,  7.23, 46.79,  16.4
20190124180002, 1014.66,  7.18, 46.73,  17.2
20190124181002, 1014.47,  7.10, 46.95,  16.1
20190124182002, 1014.69,  7.04, 47.04,  16.9
20190124183002, 1014.81,  6.99, 46.57,  16.6
20190124184002, 1015.08,  6.96, 46.60,  16.4
20190124185002, 1015.03,  6.86, 46.43,  16.1
20190124190001, 1015.12,  6.90, 46.58,  15.4
20190124191002, 1015.18,  6.89, 47.12,  15.9
20190124192001, 1015.26,  6.86, 46.63,  16.3
20190124193002, 1015.31,  6.83, 46.80,  15.6
20190124194001, 1015.25,  7.16, 47.39,  15.1
20190124195002, 1015.29,  9.89, 58.11,  15.8
20190124200001, 1015.26, 12.22, 59.27,  18.2
20190124201002, 1015.42, 14.40, 59.39,  19.4
20190124202002, 1015.17, 16.49, 59.33,  21.4
20190124203002, 1015.15, 18.31, 57.09,  23.7
20190124204002, 1015.20, 19.88, 54.30,  25.4
20190124205002, 1015.24, 21.12, 51.40,  25.7
20190124210002, 1015.38, 22.05, 48.40,  26.0
20190124211002, 1015.42, 22.56, 46.95,  26.4
20190124212002, 1015.48, 22.73, 45.04,  27.5
20190124213001, 1015.50, 22.88, 44.79,  29.0
20190124214002, 1015.58, 22.62, 44.70,  27.5
20190124215001, 1015.66, 22.28, 45.03,  27.7
20190124220002, 1015.59, 22.02, 44.37,  27.0
20190124221001, 1015.51, 21.80, 44.52,  26.0
20190124222002, 1015.55, 21.54, 42.66,  27.2
20190124223001, 1015.46, 19.46, 35.41,  26.2
20190124224002, 1015.50, 17.84, 38.58,  25.4
20190124225002, 1015.61, 16.87, 39.40,  24.9
20190124230002, 1015.71, 16.03, 40.43,  23.7
20190124231002, 1015.61, 15.46, 40.65,  22.9
20190124232002, 1015.85, 14.88, 40.93,  22.4
20190124233002, 1015.78, 14.09, 41.73,  22.2
20190124234002, 1015.86, 13.48, 42.28,  21.7
20190124235002, 1015.87, 12.88, 42.91,  21.7
