20190205233235, 1023.20, 17.00, 58.08,   0.0
20190205233433, 1023.20, 17.03, 57.39,  31.2
20190205233741, 1023.18, 17.04, 58.53,  27.0
20190205233817, 1023.22, 17.08, 58.01,  26.2
20190205233835, 1023.14, 17.05, 58.09,  25.9
20190205233855, 1023.18, 17.04, 59.07,  25.7
20190205234001, 1023.17, 17.07, 60.65,   0.0
20190205234346, 1023.06, 17.05, 57.72,   0.0
20190205234416, 1023.07, 17.03, 57.12,   0.0
20190205234835, 1023.03, 16.88, 57.50,   0.0
20190205235002, 1023.03, 16.91, 59.61,   0.0
20190205235019, 1022.96, 16.87, 57.38,   0.0
20190205235251, 1022.91, 16.77, 58.71,   0.0
20190205235407, 1022.98, 16.81, 58.83,   0.0
